2010,1,1160,
2011,2,899,
2012,3,707,
2013,4,650,
2014,5,577,
2015,6,373,
2016,7,288,
2017,8,214,
2018,9,176,
2019,10,156,
Linear growth (0.9),,,
2020,,140.4,0.9
2021,,126.36000000000001,
2022,,113.72400000000002,
2023,,102.35160000000002,
2024,,92.11644000000003,
2025,,82.90479600000002,
simple exopnential growth,,,
2020,11,130.48,
2021,12,104.94,
2022,13,84.39,
2023,14,67.86,
2024,15,54.57,
2025,16,43.89,
2026,17,35.29,
2027,18,28.38,
2028,19,22.83,
2029,20,18.36,
2030,21,14.76,
