,,A00 Class BEV Sample Avg,,,,,,,,,,,,,,,,,,,,,,,
,,,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,,,,,,,,,,,
,,Retail Price,63475,58403,53818.200000000004,49671.880000000005,45920.192,42523.6728,39446.80552,36657.624968000004,34127.3624712,31830.126224080002,29742.613601672,27843.852241504803,,,,,,,,,,,
,,Purchase Tax,0,0,5381.820000000001,4967.188000000001,4592.019200000001,4252.36728,3944.6805520000003,3665.7624968000005,3412.7362471200004,3183.0126224080004,2974.2613601672,2784.3852241504806,,,,,,,,,,,
,,Consumer Final Price,63475,58403,59200.020000000004,54639.06800000001,50512.211200000005,46776.04008,43391.486072,40323.387464800006,37540.098718320005,35013.138846488,32716.874961839203,30628.237465655282,,,,,,,,,,,
,,Range/Day (km),60,60,60,60,60,60,60,60,60,60,60,60,,,,,,,,,,,
,,Years of Usage,8,8,8,8,8,8,8,8,8,8,8,8,,,,,,,,,,,
,,Electricity/hundred KM (Kwh),11.6,11.6,11.6,11.6,11.6,11.6,11.6,11.6,11.6,11.6,11.6,11.6,,,,,,,,,,,
,,Electricity Price (RMB/Kwh),0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,,,,,,,,,,,
,,Discount Rate,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,,,,,,,,,,,
,,NPV Energy Cost,14694.248655555843,14266.260830636738,13850.738670521107,13447.31909759331,13055.649609313894,12675.387970207661,12306.201912822971,11947.768847400945,11599.775580000918,11261.918038835844,10933.901008578488,10615.437872406299,,,,,,,,,,,
,,NPV Maintenance Cost,3300,3201,3104.97,3011.8208999999997,2921.4662729999995,2833.8222848099995,2748.8076162656994,2666.3433877777284,2586.3530861443965,2508.7624935600643,2433.4996187532624,2360.4946301906643,,,,,,,,,,,
