,Wheelbase Length
,乘用车级别：A00级乘用车：轴距在2米至2.3米之间，发动机排量小于1升
,A0级乘用车：轴距为2.3米至2.5米，排量为1升至1.5升。
,A级乘用车：轴距在2.5米至2.7米之间，排量约在1.6升至2.0升。
,B级乘用车：轴距约在2.7米至2.9米之间，排量从1.8升到2.4升。
,C级乘用车：轴距约在2.8米至3米之间，发动机排量大于2.4升
