,,A00 Class BEV Sample Avg,,,,,,,,,,,,,,,,,,,,,,,
,,,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,,,,,,,,,,,
,,Retail Price,63475,58403,53818.200000000004,49671.880000000005,45920.192,42523.6728,39446.80552,36657.624968000004,34127.3624712,31830.126224080002,29742.613601672,27843.852241504803,,,,,,,,,,,
,,Purchase Tax,0,0,5381.820000000001,4967.188000000001,4592.019200000001,4252.36728,3944.6805520000003,3665.7624968000005,3412.7362471200004,3183.0126224080004,2974.2613601672,2784.3852241504806,,,,,,,,,,,
,,Consumer Final Price,63475,58403,59200.020000000004,54639.06800000001,50512.211200000005,46776.04008,43391.486072,40323.387464800006,37540.098718320005,35013.138846488,32716.874961839203,30628.237465655282,,,,,,,,,,,
,,Range/Day (km),80,80,80,80,80,80,80,80,80,80,80,80,,,,,,,,,,,
,,Years of Usage,8,8,8,8,8,8,8,8,8,8,8,8,,,,,,,,,,,
,,Electricity/hundred KM (Kwh),11.6,11.6,11.6,11.6,11.6,11.6,11.6,11.6,11.6,11.6,11.6,11.6,,,,,,,,,,,
,,Electricity Price (RMB/Kwh),0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,,,,,,,,,,,
,,Discount Rate,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,,,,,,,,,,,
,,NPV Energy Cost,19592.331540741132,19021.681107515666,18467.651560694812,17929.75879679108,17407.532812418525,16900.517293610217,16408.2692170973,15930.358463201263,15466.367440001228,15015.890718447794,14578.534678104656,14153.917163208404,13741.66714874602,13341.424416258273,12952.839239085703,12575.572076782237,,,,,,,
,,NPV Maintenance Cost,4500,4365,4234.05,4107.0285,3983.817645,3864.30311565,3748.3740221805,3635.922801515085,3526.8451174696324,3421.039763945543,3318.408571027177,3218.856313896362,,,,,,,,,,,
